impc_parameter_orig_id,parameter_name,parameter_id,param_grouping,procedure_group_id
75757,Liver - Description,IMPC_HIS_060_001,,31
75758,Liver - Free text diagnostic term,IMPC_HIS_056_001,,31
75759,Liver - Severity score,IMPC_HIS_058_001,,31
75760,Liver - Significance score,IMPC_HIS_188_002,,31
75761,Lung - Description,IMPC_HIS_054_001,,31
75762,Lung - Free text diagnostic term,IMPC_HIS_050_001,,31
75763,Lung - Severity score,IMPC_HIS_052_001,,31
75764,Lung - Significance score,IMPC_HIS_187_002,,31
75765,Lymph node - Description,IMPC_HIS_120_001,,31
75766,Lymph node - Free text diagnostic term,IMPC_HIS_116_001,,31
75767,Lymph node - Severity score,IMPC_HIS_118_001,,31
75768,Lymph node - Significance score,IMPC_HIS_198_002,,31
75769,Mammary gland - Description,IMPC_HIS_114_001,,31
75770,Mammary gland - Free text diagnostic term,IMPC_HIS_110_001,,31
75771,Mammary gland - Severity score,IMPC_HIS_112_001,,31
75772,Mammary gland - Significance score,IMPC_HIS_197_002,,31
75773,Nasal cavity - Description,IMPC_HIS_270_001,,31
75774,Nasal cavity - Free text diagnostic term,IMPC_HIS_266_001,,31
75775,Nasal cavity - Severity score,IMPC_HIS_268_001,,31
75776,Nasal cavity - Significance score,IMPC_HIS_271_001,,31
75777,Ovary - Description,IMPC_HIS_168_001,,31
75778,Ovary - Free text diagnostic term,IMPC_HIS_164_001,,31
75779,Ovary - Severity score,IMPC_HIS_166_001,,31
75780,Ovary - Significance score,IMPC_HIS_206_002,,31
75781,Pancreas - Description,IMPC_HIS_090_001,,31
75782,Pancreas - Free text diagnostic term,IMPC_HIS_086_001,,31
75783,Pancreas - Severity score,IMPC_HIS_088_001,,31
75784,Pancreas - Significance score,IMPC_HIS_193_002,,31
75785,Pituitary gland - Description,IMPC_HIS_372_001,,31
75786,Pituitary gland - Free text diagnostic term,IMPC_HIS_374_001,,31
75787,Pituitary gland - Severity score,IMPC_HIS_378_001,,31
75788,Pituitary gland - Significance score,IMPC_HIS_379_001,,31
75789,Prostate gland - Description,IMPC_HIS_156_001,,31
75790,Prostate gland - Free text diagnostic term,IMPC_HIS_152_001,,31
75791,Prostate gland - Severity score,IMPC_HIS_154_001,,31
75792,Prostate gland - Significance score,IMPC_HIS_204_002,,31
75793,Salivary gland - Description,IMPC_HIS_214_001,,31
75794,Salivary gland - Free text diagnostic term,IMPC_HIS_210_001,,31
75795,Salivary gland - Severity score,IMPC_HIS_212_001,,31
75796,Salivary gland - Significance score,IMPC_HIS_215_001,,31
75797,Sciatic nerve - Description,IMPC_HIS_298_001,,31
75798,Sciatic nerve - Free text diagnostic term,IMPC_HIS_294_001,,31
75799,Sciatic nerve - Severity score,IMPC_HIS_296_001,,31
75800,Sciatic nerve - Significance score,IMPC_HIS_299_001,,31
75801,Seminal vesicle - Description,IMPC_HIS_162_001,,31
75802,Seminal vesicle - Free text diagnostic term,IMPC_HIS_158_001,,31
75803,Seminal vesicle - Severity score,IMPC_HIS_160_001,,31
75804,Seminal vesicle - Significance score,IMPC_HIS_205_002,,31
75805,Skeletal muscle - Description,IMPC_HIS_132_001,,31
75806,Skeletal muscle - Free text diagnostic term,IMPC_HIS_128_001,,31
75807,Skeletal muscle - Severity score,IMPC_HIS_130_001,,31
75808,Skeletal muscle - Significance score,IMPC_HIS_200_002,,31
75809,Skin - Description,IMPC_HIS_126_001,,31
75810,Skin - Free text diagnostic term,IMPC_HIS_122_001,,31
75811,Skin - Severity score,IMPC_HIS_124_001,,31
75812,Skin - Significance score,IMPC_HIS_199_002,,31
75813,Small intestine - Description,IMPC_HIS_078_001,,31
75814,Small intestine - Free text diagnostic term,IMPC_HIS_074_001,,31
75815,Small intestine - Severity score,IMPC_HIS_076_001,,31
75816,Small intestine - Significance score,IMPC_HIS_191_002,,31
75817,Spinal cord - Description,IMPC_HIS_018_001,,31
75818,Spinal cord - Free text diagnostic term,IMPC_HIS_014_001,,31
75819,Spinal cord - Severity score,IMPC_HIS_016_001,,31
75820,Spinal cord - Significance score,IMPC_HIS_181_002,,31
75821,Spleen - Description,IMPC_HIS_096_001,,31
75822,Spleen - Free text diagnostic term,IMPC_HIS_092_001,,31
75823,Spleen - Severity score,IMPC_HIS_094_001,,31
75824,Spleen - Significance score,IMPC_HIS_194_002,,31
75825,Sternum - Description,IMPC_HIS_221_001,,31
75826,Sternum - Free text diagnostic term,IMPC_HIS_217_001,,31
75827,Sternum - Severity score,IMPC_HIS_219_001,,31
75828,Sternum - Significance score,IMPC_HIS_222_001,,31
75829,Stomach - Description,IMPC_HIS_072_001,,31
75830,Stomach - Free text diagnostic term,IMPC_HIS_068_001,,31
75831,Stomach - Severity score,IMPC_HIS_070_001,,31
75832,Stomach - Significance score,IMPC_HIS_190_002,,31
75833,Testis - Description,IMPC_HIS_144_001,,31
75834,Testis - Free text diagnostic term,IMPC_HIS_140_001,,31
75835,Testis - Severity score,IMPC_HIS_142_001,,31
75836,Testis - Significance score,IMPC_HIS_202_002,,31
75837,Thymus - Description,IMPC_HIS_024_001,,31
75838,Thymus - Free text diagnostic term,IMPC_HIS_020_001,,31
75839,Thymus - Severity score,IMPC_HIS_022_001,,31
75840,Thymus - Significance score,IMPC_HIS_182_002,,31
75841,Thyroid - Description,IMPC_HIS_030_001,,31
75842,Thyroid - Free text diagnostic term,IMPC_HIS_026_001,,31
75843,Thyroid - Severity score,IMPC_HIS_028_001,,31
75844,Thyroid - Significance score,IMPC_HIS_183_002,,31
75845,Tibia - Description,IMPC_HIS_249_001,,31
75846,Tibia - Free text diagnostic term,IMPC_HIS_245_001,,31
75847,Tibia - Severity score,IMPC_HIS_247_002,,31
75848,Tibia - Significance score,IMPC_HIS_250_001,,31
75849,Tongue - Description,IMPC_HIS_291_001,,31
75850,Tongue - Free text diagnostic term,IMPC_HIS_287_001,,31
75851,Tongue - Severity score,IMPC_HIS_289_001,,31
75852,Tongue - Significance score,IMPC_HIS_292_001,,31
75853,Tooth - Description,IMPC_HIS_284_001,,31
75854,Tooth - Free text diagnostic term,IMPC_HIS_280_001,,31
75855,Tooth - Severity score,IMPC_HIS_282_001,,31
75856,Tooth - Significance score,IMPC_HIS_285_001,,31
75857,Trachea - Description,IMPC_HIS_042_001,,31
75858,Trachea - Free text diagnostic term,IMPC_HIS_038_001,,31
75859,Trachea - Severity score,IMPC_HIS_040_001,,31
75860,Trachea - Significance score,IMPC_HIS_185_002,,31
75861,Trigeminal V ganglion - Description,IMPC_HIS_263_001,,31
75862,Trigeminal V ganglion - Free text diagnostic term,IMPC_HIS_259_001,,31
75863,Trigeminal V ganglion - Severity score,IMPC_HIS_261_001,,31
75864,Trigeminal V ganglion - Significance score,IMPC_HIS_264_001,,31
75865,Urinary bladder - Description,IMPC_HIS_138_001,,31
75866,Urinary bladder - Free text diagnostic term,IMPC_HIS_134_001,,31
75867,Urinary bladder - Severity score,IMPC_HIS_136_001,,31
75868,Urinary bladder - Significance score,IMPC_HIS_201_002,,31
75869,Uterus - Description,IMPC_HIS_174_001,,31
75870,Uterus - Free text diagnostic term,IMPC_HIS_170_001,,31
75871,Uterus - Severity score,IMPC_HIS_172_001,,31
75872,Uterus - Significance score,IMPC_HIS_207_002,,31
75873,White adipose tissue - Description,IMPC_HIS_401_001,,31
75874,White adipose tissue - Free text diagnostic term,IMPC_HIS_403_001,,31
75875,White adipose tissue - Severity score,IMPC_HIS_407_001,,31
75876,White adipose tissue - Significance score,IMPC_HIS_408_001,,31
75877,Subcutaneous adipose tissue - Description,IMPC_HIS_409_001,,31
75878,Subcutaneous adipose tissue - Descriptor PATO,IMPC_HIS_410_001,,31
75879,Subcutaneous adipose tissue - Free text diagnostic term,IMPC_HIS_411_001,,31
75880,Subcutaneous adipose tissue - MA term,IMPC_HIS_412_001,,31
75881,Subcutaneous adipose tissue - MPATH pathological entity term,IMPC_HIS_413_001,,31
75882,Subcutaneous adipose tissue - MPATH pathological process term,IMPC_HIS_414_001,,31
75883,Subcutaneous adipose tissue - Severity score,IMPC_HIS_415_001,,31
75884,Subcutaneous adipose tissue - Significance score,IMPC_HIS_416_001,,31
75885,Optic II nerve - Description,IMPC_HIS_417_001,,31
75886,Optic II nerve - Descriptor PATO,IMPC_HIS_418_001,,31
75887,Optic II nerve - Free text diagnostic term,IMPC_HIS_419_001,,31
75888,Optic II nerve - MA term,IMPC_HIS_420_001,,31
75889,Optic II nerve - MPATH pathological entity term,IMPC_HIS_421_001,,31
75890,Optic II nerve - MPATH pathological process term,IMPC_HIS_422_001,,31
75891,Optic II nerve - Severity score,IMPC_HIS_423_001,,31
75892,Optic II nerve - Significance score,IMPC_HIS_424_001,,31
85609,Date of sacrifice,IMPC_HIS_425_001,,31
52053,Latency to leave start arm,IMPC_YMZ_001_001,,55
52054,Total arm entries,IMPC_YMZ_002_001,,55
52055,Number of triplets,IMPC_YMZ_003_001,,55
52056,Number of spontaneous alternations,IMPC_YMZ_004_001,,55
52057,Alternation ratio per number of triplets,IMPC_YMZ_005_001,,55
52058,Number of alternate arm entries,IMPC_YMZ_006_001,,55
52059,Alternate arm entry ratio per number of triplets,IMPC_YMZ_007_001,,55
52060,Number of same arm entries by number of doublets,IMPC_YMZ_008_001,,55
52061,Same arm entry ratio per total arm entries,IMPC_YMZ_009_001,,55
52062,Feacal boli (count),IMPC_YMZ_010_001,,55
52063,Acclimatisation time (minimum),IMPC_YMZ_011_001,,55
52064,Arm dimensions,IMPC_YMZ_012_001,,55
52065,Light level,IMPC_YMZ_013_001,,55
52067,Placement in start arm,IMPC_YMZ_015_001,,55
52068,Cleaning agent/disinfectant,IMPC_YMZ_016_001,,55
52069,Tracking method,IMPC_YMZ_017_001,,55
52070,Scoring method,IMPC_YMZ_018_001,,55
52071,Duration at centre prior to arm re-entry,IMPC_YMZ_019_001,,55
52072,Experimenter ID,IMPC_YMZ_020_001,,55
52073,Maze ID,IMPC_YMZ_021_001,,55
52074,Maze manufacturer,IMPC_YMZ_022_001,,55
52075,Maze model,IMPC_YMZ_023_001,,55
52076,Tracking equipment ID,IMPC_YMZ_024_001,,55
52077,Tracking equipment manufacturer,IMPC_YMZ_025_001,,55
52078,Tracking equipment model,IMPC_YMZ_026_001,,55
52079,Date tracking equipment last calibrated,IMPC_YMZ_027_001,,55
52080,Software,IMPC_YMZ_028_001,,55
52081,Alternating start arm,IMPC_YMZ_029_001,,55
52084,Side changes,IMPC_LDT_001_001,,38
52085,Light side time spent,IMPC_LDT_002_001,,38
52086,Time mobile light side,IMPC_LDT_003_001,,38
52087,Dark side time spent,IMPC_LDT_004_001,,38
52088,Time mobile dark side,IMPC_LDT_005_001,,38
52089,Latency to first transition into dark,IMPC_LDT_006_001,,38
52090,Percent time in dark,IMPC_LDT_007_001,,38
52091,Percent time in light,IMPC_LDT_008_001,,38
52092,Transition,IMPC_LDT_009_001,,38
52093,Light side distance travelled,IMPC_LDT_010_001,,38
52094,Dark side distance travelled,IMPC_LDT_011_001,,38
52095,Vertical activity (rearing),IMPC_LDT_012_001,,38
52096,Horizontal activity,IMPC_LDT_013_001,,38
52097,Repetitive beam break ('stereotypy counts'),IMPC_LDT_014_001,,38
52098,Total distance travelled,IMPC_LDT_015_001,,38
52099,Light level light chamber,IMPC_LDT_016_001,,38
52100,Light level dark chamber,IMPC_LDT_017_001,,38
52101,Experimenter ID,IMPC_LDT_018_001,,38
52102,Start time,IMPC_LDT_019_001,,38
52103,Arena ID,IMPC_LDT_020_001,,38
52104,Arena version,IMPC_LDT_021_001,,38
52105,Equipment ID,IMPC_LDT_022_001,,38
52106,Equipment manufacturer,IMPC_LDT_023_001,,38
52107,Equipment model,IMPC_LDT_024_001,,38
52108,Disinfectant,IMPC_LDT_025_001,,38
52109,Starting position,IMPC_LDT_026_001,,38
52110,Light-Dark box's walls opaque,IMPC_LDT_027_001,,38
52111,Light-Dark box set-up,IMPC_LDT_028_001,,38
52112,Light side arena dimensions (L x W x H in mm),IMPC_LDT_029_001,,38
52113,Dark side arena dimensions (L x W x H in mm),IMPC_LDT_030_001,,38
52114,Entry way dimensions (L x W x H in mm),IMPC_LDT_031_001,,38
67722,Time spent in the light side in the first 5 minutes,IMPC_LDT_032_001,,38
67723,Test duration,IMPC_LDT_033_001,,38
67724,Software version,IMPC_LDT_034_001,,38
21172,White blood cell count,IMPC_HEM_001_001,Hematology,30
21173,Red blood cell count,IMPC_HEM_002_001,Hematology,30
21174,Hemoglobin,IMPC_HEM_003_001,Hematology,30
21175,Hematocrit,IMPC_HEM_004_001,Hematology,30
21176,Mean cell volume,IMPC_HEM_005_001,Hematology,30
21177,Mean corpuscular hemoglobin,IMPC_HEM_006_001,Hematology,30
21178,Mean cell hemoglobin concentration,IMPC_HEM_007_001,Hematology,30
21179,Platelet count,IMPC_HEM_008_001,Hematology,30
21180,Equipment ID,IMPC_HEM_009_001,,30
21181,Equipment manufacturer,IMPC_HEM_010_001,,30
21182,Equipment model,IMPC_HEM_011_001,,30
21183,Anesthesia used for blood collection,IMPC_HEM_012_001,,30
21184,Method of blood collection,IMPC_HEM_013_001,,30
21185,Anticoagulant,IMPC_HEM_014_001,,30
21186,Samples kept on ice between collection and analysis,IMPC_HEM_018_001,,30
21187,ID for blood collection SOP,IMPC_HEM_020_001,,30
21188,Date and time of blood collection,IMPC_HEM_021_001,,30
21189,Date of measurement,IMPC_HEM_022_001,,30
21190,Chip card number,IMPC_HEM_023_001,,30
21191,Blood collection experimenter ID,IMPC_HEM_024_001,,30
21192,Date equipment last calibrated,IMPC_HEM_025_001,,30
21193,Storage temperature from blood collection until measurement,IMPC_HEM_026_001,,30
21194,Blood collection tubes,IMPC_HEM_015_001,,30
21195,Date and time of sacrifice,IMPC_HEM_016_001,,30
21196,Blood analysis experimenter ID,IMPC_HEM_017_001,,30
21197,Mean platelet volume,IMPC_HEM_019_001,Hematology,30
21198,Red blood cell distribution width,IMPC_HEM_027_001,Hematology,30
40531,Placenta Development,IMPC_GPP_001_001,,26
40532,Placenta Morphology,IMPC_GPP_002_001,,26
40533,Placenta Vasculature,IMPC_GPP_003_001,,26
40534,Placenta Size,IMPC_GPP_004_001,,26
40535,Umbilical cord morphology,IMPC_GPP_005_001,,26
40536,Comment on image,IMPC_GPP_006_001,,26
40537,Images,IMPC_GPP_007_001,,26
40538,Experimenter ID,IMPC_GPP_008_001,,26
40539,Equipment ID,IMPC_GPP_009_001,,26
40540,Equipment Manufacturer,IMPC_GPP_010_001,,26
40541,Equipment Model,IMPC_GPP_011_001,,26
40542,Fixative,IMPC_GPP_012_001,,26
40543,Time of Dissection,IMPC_GPP_013_001,,26
40544,Somite Stage,IMPC_GPP_014_001,,26
40545,Time of dark cycle start,IMPC_GPP_015_001,,26
40546,Time of dark cycle end,IMPC_GPP_016_001,,26
40547,Date equipment last calibrated,IMPC_GPP_017_001,,26
40548,Placenta color,IMPC_GPP_018_001,,26
31377,Viability Outcome,IMPC_VIA_001_001,,51
31378,Additional Outcome,IMPC_VIA_002_001,,51
31379,Total pups,IMPC_VIA_003_001,,51
31380,Total pups WT,IMPC_VIA_004_001,,51
31381,Total pups heterozygous,IMPC_VIA_005_001,,51
31382,Total pups homozygous,IMPC_VIA_006_001,,51
31383,Total male WT,IMPC_VIA_007_001,,51
31384,Total male heterozygous,IMPC_VIA_008_001,,51
31385,Total male homozygous,IMPC_VIA_009_001,,51
31386,Total male pups,IMPC_VIA_010_001,,51
31387,Total female WT,IMPC_VIA_011_001,,51
31388,Total female heterozygous,IMPC_VIA_012_001,,51
31389,Total female homozygous,IMPC_VIA_013_001,,51
31390,Total female pups,IMPC_VIA_014_001,,51
31391,% pups WT,IMPC_VIA_015_001,,51
31392,Free Comment,IMPC_VIA_016_001,,51
31393,Average litter size,IMPC_VIA_017_001,,51
31394,% pups heterozygous,IMPC_VIA_018_001,,51
31395,% pups homozygous,IMPC_VIA_019_001,,51
31396,% male WT,IMPC_VIA_020_001,,51
31397,% male heterozygous,IMPC_VIA_021_001,,51
31398,% male homozygous,IMPC_VIA_022_001,,51
31399,% female WT,IMPC_VIA_023_001,,51
31400,% female heterozygous,IMPC_VIA_024_001,,51
31401,% female homozygous,IMPC_VIA_025_001,,51
31402,Female age earliest start,IMPC_VIA_026_001,,51
31403,Female age oldest end,IMPC_VIA_027_001,,51
31404,Time of dark cycle start,IMPC_VIA_028_001,,51
31405,Time of dark cycle end,IMPC_VIA_029_001,,51
31406,Age of pups at genotype,IMPC_VIA_030_001,,51
31407,Breeding Strategy,IMPC_VIA_031_001,,51
31408,P-value for outcome call,IMPC_VIA_032_001,,51
31409,Additional Subviable Outcome,IMPC_VIA_033_001,,51
67597,Welfare terms,IMPC_WEL_001_001,,53
67598,Free-text comments,IMPC_WEL_002_001,,53
67599,Images,IMPC_WEL_003_001,,53
67600,Date of observation,IMPC_WEL_004_001,,53
74120,Animal Status,IMPC_WEL_005_001,,53
40655,Embryo reconstruction,IMPC_EOL_001_001,,43
40656,Experimenter ID,IMPC_EOL_002_001,,43
40657,Equipment ID,IMPC_EOL_003_001,,43
40658,Equipment Manufacturer,IMPC_EOL_004_001,,43
40659,Equipment Model,IMPC_EOL_005_001,,43
40660,Image Pixel Size,IMPC_EOL_006_001,,43
40661,E9.5 OPT preperation protocol,IMPC_EOL_007_001,,43
40662,Date equipment last calibrated,IMPC_EOL_008_001,,43
40663,Date of Sacrifice,IMPC_EOL_009_001,,43
40664,Date Preparation Finished,IMPC_EOL_010_001,,43
40665,Date of Scan,IMPC_EOL_011_001,,43
40666,Screenshots,IMPC_EOL_012_001,,43
52270,Embryo reconstruction,IMPC_EMO_001_001,,39
52271,Experimenter ID,IMPC_EMO_002_001,,39
52272,Equipment ID,IMPC_EMO_003_001,,39
52273,Equipment Manufacturer,IMPC_EMO_004_001,,39
52274,Equipment Model,IMPC_EMO_005_001,,39
52275,Equipment Version,IMPC_EMO_006_001,,39
52276,Image Pixel Size,IMPC_EMO_007_001,,39
52277,E14.5-E15.5 MicroCT Preparation protocol,IMPC_EMO_008_001,,39
52278,Object to Source,IMPC_EMO_009_001,,39
52279,Camera to Source,IMPC_EMO_010_001,,39
52280,Date equipment last calibrated,IMPC_EMO_011_001,,39
52281,Date of Sacrifice,IMPC_EMO_012_001,,39
52282,Date Preparation Finished,IMPC_EMO_013_001,,39
52283,Date of Scan,IMPC_EMO_014_001,,39
52284,Source Voltage,IMPC_EMO_015_001,,39
52285,Source Current,IMPC_EMO_016_001,,39
52286,Screenshots,IMPC_EMO_017_002,,39
52287,3rd ventricle,IMPC_EMO_018_001,,39
52288,Median sulcus,IMPC_EMO_019_001,,39
52289,4th ventricle,IMPC_EMO_020_001,,39
52290,Adrenal gland,IMPC_EMO_021_001,,39
52291,Aorta,IMPC_EMO_022_001,,39
52292,Arch of aorta,IMPC_EMO_023_001,,39
52293,Heart atrium,IMPC_EMO_024_001,,39
52294,basioccipital bone,IMPC_EMO_025_001,,39
52295,Bladder,IMPC_EMO_026_001,,39
52296,Bronchus,IMPC_EMO_027_001,,39
52297,Brown fat,IMPC_EMO_028_001,,39
52298,Dorsal root ganglia,IMPC_EMO_029_001,,39
52299,Carotid artery,IMPC_EMO_030_001,,39
52300,Cerbral aqueduct,IMPC_EMO_031_001,,39
52301,Cerebellum,IMPC_EMO_032_001,,39
52302,4th ventricle choroid plexus,IMPC_EMO_033_001,,39
52303,lateral ventricle choroid plexus,IMPC_EMO_034_001,,39
52304,Clavicle,IMPC_EMO_035_001,,39
52305,Cochlea,IMPC_EMO_036_001,,39
52306,Cerebral cortex,IMPC_EMO_037_001,,39
52307,Ductus arteriosus,IMPC_EMO_038_001,,39
52308,Diaphragm,IMPC_EMO_039_001,,39
52309,Diencephalon,IMPC_EMO_040_001,,39
52310,Limb digit,IMPC_EMO_041_001,,39
52311,Dorsal aorta,IMPC_EMO_042_001,,39
52312,Duodenum,IMPC_EMO_043_001,,39
52313,Ejaculatory duct,IMPC_EMO_044_001,,39
52314,Spinal cord cervical region,IMPC_EMO_045_001,,39
52315,Epiglottis,IMPC_EMO_046_001,,39
52316,Esophagus,IMPC_EMO_047_001,,39
52317,Pharyngo-tympanic tube,IMPC_EMO_048_001,,39
52318,Exoccipital bone,IMPC_EMO_049_001,,39
52319,Eyelid,IMPC_EMO_050_001,,39
52320,Femur,IMPC_EMO_051_001,,39
52321,Fibula,IMPC_EMO_052_001,,39
52322,T1 rib,IMPC_EMO_053_001,,39
52323,Soft palate,IMPC_EMO_054_001,,39
52324,Palate,IMPC_EMO_055_001,,39
52325,Gallbladder,IMPC_EMO_056_001,,39
52326,Gluteus maximus ,IMPC_EMO_057_001,,39
52327,Hepatic duct,IMPC_EMO_058_001,,39
52328,Midgut,IMPC_EMO_059_001,,39
52329,herniated abdominal wall,IMPC_EMO_060_001,,39
52330,Hindbrain,IMPC_EMO_061_001,,39
52331,Hindgut,IMPC_EMO_062_001,,39
52332,Hip,IMPC_EMO_063_001,,39
52333,Hippocampus,IMPC_EMO_064_001,,39
52334,Humerus,IMPC_EMO_065_001,,39
52335,Hyaloid cavity,IMPC_EMO_066_001,,39
52336,Hyoid bone,IMPC_EMO_067_001,,39
52337,Hypothalamus,IMPC_EMO_068_001,,39
52338,Inferior vena cava ,IMPC_EMO_069_001,,39
52339,Pituitary gland,IMPC_EMO_070_001,,39
52340,Pigmented retinal epiithelium,IMPC_EMO_071_001,,39
52341,Innominate artery,IMPC_EMO_072_001,,39
52342,Interventricular septum,IMPC_EMO_073_001,,39
52343,Intraretinal space,IMPC_EMO_074_001,,39
52344,Vomeronasal organ,IMPC_EMO_075_001,,39
52345,Jejunum,IMPC_EMO_076_001,,39
52346,Jugular lymph sac,IMPC_EMO_077_001,,39
52347,Kidney,IMPC_EMO_078_001,,39
52348,Kidney pelvis,IMPC_EMO_079_001,,39
52349,Renal cortex,IMPC_EMO_080_001,,39
52350,Renal medulla,IMPC_EMO_081_001,,39
52351,Larynx,IMPC_EMO_082_001,,39
52352,Lateral ventricle,IMPC_EMO_083_001,,39
52353,Lens,IMPC_EMO_084_001,,39
52354,Limb muscle,IMPC_EMO_085_001,,39
52355,Liver,IMPC_EMO_086_001,,39
52356,Liver lobe,IMPC_EMO_087_001,,39
52357,Liver caudate lobe,IMPC_EMO_088_001,,39
52358,Ductus venosus,IMPC_EMO_089_001,,39
52359,Liver left lobe,IMPC_EMO_090_001,,39
52360,Liver right lobe,IMPC_EMO_091_001,,39
52361,Lower jaw molar,IMPC_EMO_092_001,,39
52362,Right lung cranial lobe,IMPC_EMO_093_001,,39
52363,Right lung accessory lobe,IMPC_EMO_094_001,,39
52364,Right lung caudal lobe,IMPC_EMO_095_001,,39
52365,Left lung,IMPC_EMO_096_001,,39
52366,Right lung middle lobe,IMPC_EMO_097_001,,39
52367,Mandible,IMPC_EMO_098_001,,39
52368,Masseter,IMPC_EMO_099_001,,39
52369,Meckel's cartilage,IMPC_EMO_100_001,,39
52370,Medulla oblongata,IMPC_EMO_101_001,,39
52371,Midbrain,IMPC_EMO_102_001,,39
52372,Midbrain roof plate,IMPC_EMO_103_001,,39
52373,Mitral valve,IMPC_EMO_104_001,,39
52374,Nasal capsule,IMPC_EMO_105_001,,39
52375,Nasal cavity,IMPC_EMO_106_001,,39
52376,Nasal septum,IMPC_EMO_107_001,,39
52377,Nasopharynx,IMPC_EMO_108_001,,39
52378,Neural retina,IMPC_EMO_109_001,,39
52379,Olfactory epithelium,IMPC_EMO_110_001,,39
52380,Olfactory lobe,IMPC_EMO_111_001,,39
52381,Optic nerve,IMPC_EMO_112_001,,39
52382,Oropharynx,IMPC_EMO_113_001,,39
52383,Oral cavity,IMPC_EMO_114_001,,39
52384,Ovary,IMPC_EMO_115_001,,39
52385,Palatal shelf,IMPC_EMO_116_001,,39
52386,Pancreas,IMPC_EMO_117_001,,39
52387,Parathyroid gland,IMPC_EMO_118_001,,39
52388,Penis,IMPC_EMO_119_001,,39
52389,Pericardial cavity,IMPC_EMO_120_001,,39
52390,Pericardium,IMPC_EMO_121_001,,39
52391,Peritoneal cavity,IMPC_EMO_122_001,,39
52392,Pineal primordium,IMPC_EMO_123_001,,39
52393,Pinna,IMPC_EMO_124_001,,39
52394,Pons,IMPC_EMO_125_001,,39
52395,Portal vein,IMPC_EMO_126_001,,39
52396,Primary palate,IMPC_EMO_127_001,,39
52397,Pulmonary artery,IMPC_EMO_128_001,,39
52398,Quadriceps muscle ,IMPC_EMO_129_001,,39
52399,Radius,IMPC_EMO_130_001,,39
52400,Rathke's pouch,IMPC_EMO_131_001,,39
52401,Rectum,IMPC_EMO_132_001,,39
52402,Rib,IMPC_EMO_133_001,,39
52403,S1 vertebral cartilage condensation,IMPC_EMO_134_001,,39
52404,Scapula,IMPC_EMO_135_001,,39
52405,Semicircular canal,IMPC_EMO_136_001,,39
52406,Small intestine,IMPC_EMO_137_001,,39
52407,Sphenoid bone,IMPC_EMO_138_001,,39
52408,Spinal cord,IMPC_EMO_139_001,,39
52409,Spinal cord central canal,IMPC_EMO_140_001,,39
52410,Spleen primordium,IMPC_EMO_141_001,,39
52411,Sternum,IMPC_EMO_142_001,,39
52412,Stomach,IMPC_EMO_143_001,,39
52413,Stomach lumen,IMPC_EMO_144_001,,39
52414,Stomach wall,IMPC_EMO_145_001,,39
52415,Stomach fundus,IMPC_EMO_146_001,,39
52416,Stomach pyloric region,IMPC_EMO_147_001,,39
52417,Subclavian artery,IMPC_EMO_148_001,,39
52418,Submandibular gland,IMPC_EMO_149_001,,39
52419,Tail,IMPC_EMO_150_001,,39
52420,Nucleus pulposus,IMPC_EMO_151_001,,39
52421,Temporal bone,IMPC_EMO_152_001,,39
52422,Testis,IMPC_EMO_153_001,,39
52423,Thalamus,IMPC_EMO_154_001,,39
52424,Descending aorta,IMPC_EMO_155_001,,39
52425,Thymus,IMPC_EMO_156_001,,39
52426,Thyroid gland,IMPC_EMO_157_001,,39
52427,Tibia,IMPC_EMO_158_001,,39
52428,Tongue,IMPC_EMO_159_001,,39
52429,Trachea,IMPC_EMO_160_001,,39
52430,Tricuspid valve,IMPC_EMO_161_001,,39
52431,Trigeminal V ganglion,IMPC_EMO_162_001,,39
52432,Ulna,IMPC_EMO_163_001,,39
52433,Upper jaw incisor,IMPC_EMO_164_001,,39
52434,Upper jaw molar,IMPC_EMO_165_001,,39
52435,Urethra,IMPC_EMO_166_001,,39
52436,Vagal trunk,IMPC_EMO_167_001,,39
52437,Vena cava,IMPC_EMO_168_001,,39
52438,Heart ventricle,IMPC_EMO_169_001,,39
52439,Vertebra,IMPC_EMO_170_001,,39
52440,Vibrissa,IMPC_EMO_171_001,,39
52441,Oedema,IMPC_EMO_172_001,,39
52442,physiological umbilical hernia morphology,IMPC_EMO_173_001,,39
52443,Cervical flexure morphology,IMPC_EMO_174_001,,39
52444,Size,IMPC_EMO_175_001,,39
52445,Spine curvature,IMPC_EMO_176_001,,39
52446,Craniofacial morphology,IMPC_EMO_177_001,,39
52447,Annotator ID,IMPC_EMO_178_001,,39
52448,Date of Annotation,IMPC_EMO_179_001,,39
21452,Sodium,IMPC_CBC_001_001,Chemistry,7
21453,Potassium,IMPC_CBC_002_001,,7
21454,Chloride,IMPC_CBC_003_001,Chemistry,7
21455,Urea (Blood Urea Nitrogen - BUN),IMPC_CBC_004_001,Chemistry,7
21456,Creatinine,IMPC_CBC_005_001,Chemistry,7
21457,Total protein,IMPC_CBC_006_001,Chemistry,7
21458,Albumin,IMPC_CBC_007_001,Chemistry,7
21459,Total bilirubin,IMPC_CBC_008_001,,7
21460,Calcium,IMPC_CBC_009_001,Chemistry,7
21461,Phosphorus,IMPC_CBC_010_001,Chemistry,7
21462,Iron,IMPC_CBC_011_001,Chemistry,7
21463,Aspartate aminotransferase,IMPC_CBC_012_001,Chemistry,7
